bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,Towards a Framework for Tangible Narratives,"Harley, Daniel and Chu, Jean Ho and Kwan, Jamie and Mazalek, Ali",,2016,ACM Digital Library,62–69,,"This paper presents a preliminary framework to inform the analysis and design of tangible narratives. Researchers and designers have been using tangible user interfaces (TUIs) for storytelling over the past two decades, but to date no comprehensive analysis of these systems exists. We argue that storytelling systems that use digitally-enhanced physical objects form a unique medium with identifiable narrative characteristics. Our framework isolates these characteristics and focuses on the user's perspective to identify commonalities between existing systems, as well as gaps that can be addressed by new systems. We find that the majority of systems in our sample require the user to perform exploratory actions from an external narrative position. We note that systems that cast the user in other interactive roles are rare but technologically feasible, suggesting that there are many underexplored possibilities for tangible storytelling.",,10.1145/2839462.2839471,https://doi.org/10.1145/2839462.2839471,,,"Tangible narratives, analysis, framework, interactive storytelling, narrative design, tangible user interfaces",Association for Computing Machinery,,,,Articles that omits the tabletop technique,45770.6052083333,45775.9235532407,gmfreitas,gmfreitas,Rejected,
,Using a tangible interactive tabletop to learn at school: empirical studies in the wild,"Kubicki, S\'{e}bastien and Pasco, Denis and Hoareau, Charlotte and Arnaud, Ingrid",,2016,ACM Digital Library,155–166,,"We describe in this article the results of three-years study of using a Tangible Tabletop Interface (TTI) for the development of student learning in spatial reasoning abilities. In partnership with the French Department of Education and teachers, we have designed and built a serious game in mathematics, called The Game of Towers for the TangiSense 2 interactive tabletop. Then, we conducted « in the wild » experiments with 68 students. As part of a first study, we compared the learning outcomes of two groups of students (Gr. Traditional vs. Gr. TTI). The results of this study have encouraged us to make a second experiment. In the latter, we analyzed child participation (physical and verbal) and the social modes of knowledge co-construction when they played the game on the TTI. The results showed that students improved their performance by playing the game on the TTI and collaborated through externalization and conflict-oriented consensus.",,10.1145/3004107.3004120,https://doi.org/10.1145/3004107.3004120,,,"children, education, empirical study, learning, tangible interaction, tangible interactive tabletop",Association for Computing Machinery,,,,Study describing digital tabletop application that mentions the hardware used,45770.6051967593,45782.7862962963,gmfreitas,gmfreitas,Accepted,
,A laboratory-based study methodology to investigate attraction power of large public interactive displays,"Cheung, Victor and Scott, Stacey D.",,2015,ACM Digital Library,1239–1250,,"A known challenge of designing large public interactive displays is to create an interface that attracts a passerby's attention and communicates its interactivity. However, typical ""in-the-wild"" field study methods of assessing public display design solutions require costly system implementation and deployment, creating challenges for assessing early stage design concepts. Such studies also limit the amount of experimental control researchers have over the environment, limiting the precision of results. To address these issues, we developed a complementary laboratory-based study methodology that employs experimental deception to assess the ability of an interface design solution to attract a passerby's attention. Our methodology enables more rigorous control of confounding factors, study of early-stage prototypes, and requires minimal setup. We used this methodology to assess existing visual design solutions for drawing attention and enticing interaction, compare our results to previous studies, and reflect on the benefits and limitations of this assessment approach.",,10.1145/2750858.2805842,https://doi.org/10.1145/2750858.2805842,,,"experimental design, laboratory study, large interactive displays, public space",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6052430556,45775.9153125,gmfreitas,gmfreitas,Rejected,
,Designing motion-based activities to engage students with autism in classroom settings,"Bhattacharya, Arpita and Gelsomini, Mirko and P\'{e}rez-Fuster, Patricia and Abowd, Gregory D. and Rozga, Agata",,2015,ACM Digital Library,69–78,,"We report on a nine-month-long observational study with teachers and students with autism in a classroom setting. We explore the impact of motion-based activities on students' behavior. In particular, we examine how the playful gaming activity impacted students' engagement, peer-directed social behaviors, and motor skills. We document the effectiveness of a collaborative game in supporting initiation of social activities between peers, and in eliciting novel body movements that students were not observed to produce outside of game play. We further identify the positive impact of game play on overall classroom engagement. This includes an ""audience effect"" whereby non-playing peers direct initiations to those playing the game and vice versa, and a positive ""spillover"" effect of the activity on students' social behavior outside of game play. We identify key considerations for designing and deploying motion-based activities for children with autism in a classroom setting.",,10.1145/2771839.2771847,https://doi.org/10.1145/2771839.2771847,,,"autism, motion-based games, motor skills, social skills",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6052430556,45775.9145949074,gmfreitas,gmfreitas,Rejected,
,"""Callout Bubble Saved My Life"": Workspace Awareness Support in BYOD Classrooms","Chang, Y.-L. Betty and Fong, Cresencia and Tse, Edward and Hancock, Mark and Scott, Stacey D.",,2015,ACM Digital Library,73–82,,"Co-located students working in a bring-your-own-device (BYOD) classroom have limited awareness of their peers' work. We investigated the design of an awareness cue for students aged 6 to 17, in a large web-based canvas shared among tablets and laptops. By incorporating teacher and student feedback in an iterative design process, the project's goal was to support workspace awareness needs on touch devices, as well as to ensure age-appropriateness and technical feasibility. Specifically, we aimed to balance awareness, distraction, and clutter. We designed an awareness cue for students, a Callout Bubble, which is displayed near the object being manipulated by a peer, and fades away over time. A study of 71 students and 4 teachers revealed that, with our awareness cue design, students' awareness of their peers' actions in the shared canvas was significantly correlated with increased task focus and decreased frustration levels when peer conflicts arose. We also found that students understood the awareness information conveyed and were able to self-monitor and coordinate within the group.",,10.1145/2817721.2817733,https://doi.org/10.1145/2817721.2817733,,,"byod classrooms, education, shared canvas, workspace awareness",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6052430556,45775.9150694445,gmfreitas,gmfreitas,Rejected,
,Sound Localization on Tabletop Computers: A Comparison of Two Amplitude Panning Methods,"Kapralos, Bill and Lam, Jonathan and Collins, Karen and Hogue, Andrew and Kanev, Kamen and Jenkin, Michael",Comput. Entertain.,2015,ACM Digital Library,,12,"Tabletop computers (also known as surface computers and smart tables) have been growing in popularity for the past decade and are poised to make inroads into the consumer market, opening up a new market for the games industry. But before tabletop computers become widely accepted, there are many questions with respect to sound production and reception for these devices that need to be explored, particularly when it comes to multimedia consumption on the devices. For example, which loudspeaker setups should be used to take into consideration the multi-user nature of tabletop computers, and which panning method(s) maximize the spatial localization abilities of the user(s)? Previous work suggests that a quadraphonic diamond-shaped loudspeaker configuration—whereby a loudspeaker is placed at each of the four sides of the tabletop computer—leads to more accurate localization results when compared with a traditional quadraphonic loudspeaker configuration—whereby a loudspeaker is placed at each of the four corners of the tabletop computer. Given this preference for a diamond loudspeaker configuration, we examine two amplitude-panning methods (bilinear interpolation and inverse distance) for spatializing a sound on the (horizontal) surface of the table-computer with a diamond loudspeaker configuration. Results from the study detailed in this paper indicate that there are no significant differences between the two methods and that both methods are prone to error.",,10.1145/2701657.2633415,https://doi.org/10.1145/2701657.2633415,,,"Tabletop computer, amplitude panning, audio interaction, loudspeaker configuration, sound localization, surface computer",Association for Computing Machinery,,,,Articles that omits the tabletop technique,45770.6052314815,45775.9130092593,gmfreitas,gmfreitas,Rejected,
,"SoD-Toolkit: A Toolkit for Interactively Prototyping and Developing Multi-Sensor, Multi-Device Environments","Seyed, Teddy and Azazi, Alaa and Chan, Edwin and Wang, Yuxi and Maurer, Frank",,2015,ACM Digital Library,171–180,,"As ubiquitous environments become increasingly commonplace with newer sensors and forms of computing devices (e.g. wearables, digital tabletops), researchers have continued to design and implement novel interaction possibilities. However, as the number of sensors and devices continues to rise, researchers still face numerous instrumentation, implementation and cost barriers before being able to take advantage of the additional capabilities. In this paper, we present the SoD-Toolkit -- a toolkit that facilitates the exploration and development of multi-device interactions, applications and ubiquitous environments by using combinations of low-cost sensors to provide spatial-awareness. The toolkit offers three main features. (1) A ""plug and play"" architecture for seamless multi-sensor integration, allowing for novel explorations and ad-hoc setups of ubiquitous environments. (2) Client libraries that integrate natively with several major device and UI platforms. (3) Unique tools that allow designers to prototype interactions and ubiquitous environments without a need for people, sensors, rooms or devices. We demonstrate and reflect on real-world case-studies from industry-based collaborations that influenced the design of our toolkit, as well as discuss advantages and limitations of our toolkit.",,10.1145/2817721.2817750,https://doi.org/10.1145/2817721.2817750,,,"cross-device interactions, gestural interaction, kinect, multi-surface, prototyping, sensors, toolkit",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6052314815,45775.9124305556,gmfreitas,gmfreitas,Rejected,
,Kinetic Blocks: Actuated Constructive Assembly for Interaction and Display,"Schoessler, Philipp and Windham, Daniel and Leithinger, Daniel and Follmer, Sean and Ishii, Hiroshi",,2015,ACM Digital Library,341–349,,"Pin-based shape displays not only give physical form to digital information, they have the inherent ability to accurately move and manipulate objects placed on top of them. In this paper we focus on such object manipulation: we present ideas and techniques that use the underlying shape change to give kinetic ability to otherwise inanimate objects. First, we describe the shape display's ability to assemble, disassemble, and reassemble structures from simple passive building blocks through stacking, scaffolding, and catapulting. A technical evaluation demonstrates the reliability of the presented techniques. Second, we introduce special kinematic blocks that are actuated and sensed through the underlying pins. These blocks translate vertical pin movements into other degrees of freedom like rotation or horizontal movement. This interplay of the shape display with objects on its surface allows us to render otherwise inaccessible forms, like overhangs, and enables richer input and output.",,10.1145/2807442.2807453,https://doi.org/10.1145/2807442.2807453,,,"actuated tangible interfaces, shape displays, shape-changing user interfaces",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6052199074,45775.9045717593,gmfreitas,gmfreitas,Rejected,
,"""Local Remote"" Collaboration: Applying Remote Group AwarenessTechniques to Co-located Settings","Scott, Stacey D. and Graham, T.C. Nicholas and Wallace, James R. and Hancock, Mark and Nacenta, Miguel",,2015,ACM Digital Library,319–324,,"Co-located environments have long been considered ideal for many types of group work, such as planning, decision-making, and design, since they provide a rich communication environment (e.g. delay-free voice communication, face-to-face interaction, eye gaze, and non-verbal communication), as well as promote awareness and coordination through the use of shared artifacts. However, the recent move towards multi-device ecologies in co-located settings, such as the use of multiple personal devices (e.g., laptops, tablets) or multiple personal devices in conjunction with larger, shared displays, such as digital walls or tabletops, can interfere with these common co-located communication and collaboration strategies, as various group members mentally and/or physical shift their focus to their personal devices rather than to their collaborators or to any physically shared artifacts. Group communications and coordination can easily breakdown in these scenarios as the lack of a physically shared group focus of attention can limit awareness of other's activities and task progress. In this workshop, researchers and practitioners will explore design techniques that can be used to address this issue, and improve group awareness in these co-located multi-device ecologies. This will be accomplished through group presentations, brainstorming sessions, and small-group breakout sessions.",,10.1145/2685553.2685564,https://doi.org/10.1145/2685553.2685564,,,"collaboration, design, human factors, workshop",Association for Computing Machinery,,,,"Incomplete works, posters, summaries",45770.6052199074,45775.9040393519,gmfreitas,gmfreitas,Rejected,
,Surface Ghosts: Promoting Awareness of Transferred Objects during Pick-and-Drop Transfer in Multi-Surface Environments,"Scott, Stacey D. and Besacier, Guillaume and Tournet, Julie and Goyal, Nippun and Haller, Michael",,2014,ACM Digital Library,99–108,,"Rekimoto's Pick-and-Drop (P&amp;D) transfer technique is commonly used to support multi-surface object transfer (e.g., between a shared tabletop and tablet) due to its easily understood metaphor of emulating object movement in the physical world. Current multi-surface implementations of P&amp;D provide little to no feedback during transfer, causing confusion for the person performing the action as well as others in the environment. To address this issue, we investigated the use of virtual embodiments to improve awareness of transferred objects, in the context of a real-world group task that relied heavily on cross-device transfer. An iterative design process led to the design of Surface Ghosts virtual embodiments, which take the form of semi-transparent 'ghosts' of the transferred objects displayed under the ""owner's"" hand on the tabletop during transfer. A user study that compared two Surface Ghosts designs-varied by how explicitly the ""owner"" was indicated-showed that both designs improved awareness of transferred objects when compared to a no-feedback control condition, especially for tabletop-to-tablet transfers.",,10.1145/2669485.2669508,https://doi.org/10.1145/2669485.2669508,,,"cross device transfer, digital tabletops, multi-surface interaction, shared and personal surfaces, tablets",Association for Computing Machinery,,,,Study describing digital tabletop application that mentions the hardware used,45770.6052430556,45790.8884259259,gmfreitas,gmfreitas,Accepted,
,A constraint-based understanding of design spaces,"Biskjaer, Michael Mose and Dalsgaard, Peter and Halskov, Kim",,2014,ACM Digital Library,453–462,,"This paper suggests a framework for understanding and manoeuvring design spaces based on insights from research into creativity constraints. We define the design space as a conceptual space, which in addition to being co-constituted, explored and developed by the designer encompasses the creativity constraints governing the design process. While design spaces can be highly complex, our constraint-based understanding enables us to argue for the benefits of a systematic approach to mapping and manipulating aspects of the design space. We discuss how designers by means of a simple representation, a design space schema, can identify the properties of the prospective product that s/he can form. Through a case study, we show how design space schemas can support designers in various ways, including gaining an overview of the design process, documenting it, reflecting on it, and developing design concepts. Finally, we discuss the potentials and limitations of this approach.",,10.1145/2598510.2598533,https://doi.org/10.1145/2598510.2598533,,,"creativity constraints, design processes, design space, problem space, solution space",Association for Computing Machinery,,,,Study describing digital tabletop application that mentions the hardware used,45770.6052314815,45790.5909837963,gmfreitas,gmfreitas,Accepted,
,SciSketch: a tabletop collaborative sketching system,"Chen, Rui and Chen, Po-Jui (Ray) and Feng, Rui and Liu, Yilin (Elaine) and Wu, Andy and Mazalek, Ali",,2014,ACM Digital Library,247–250,,"Sketching is a vital process in scientific research and procedural learning. In educational contexts, sketching helps students visualize abstract concepts and facilitates communication with their instructors as well as with other students. Inspired by a problem-based learning science class in which students use papers and pens to collaboratively sketch diagrams and equations for given problems, we aim to provide a digital tabletop platform for collaborative learning and customization. Current tabletop systems are unaffordable to be widely adopted in the classroom and are unable to identify multiple pens. We propose a pen-based tabletop system that utilizes a low-cost high-frame-rate infrared camera and HTML5 web canvas programming, making it cheaper and easier to customize for specific uses.",,10.1145/2540930.2540973,https://doi.org/10.1145/2540930.2540973,,,"HCI, design, education, sketching, tabletop",Association for Computing Machinery,,,,Study describing digital tabletop techniques,45770.6052199074,45784.673287037,gmfreitas,gmfreitas,Accepted,
,SIGGRAPH '13: ACM SIGGRAPH 2013 Posters,,,2013,ACM Digital Library,,,"Posters are a convenient method for presenting in-progress research, student projects, and late-breaking work. Poster topics range from applications of computer graphics to in-depth research in specific areas. They are on display for attendees to browse at their leisure. Poster authors meet and discuss their work with attendees during Poster Presentations.",,,,,,,Association for Computing Machinery,,,,"Incomplete works, posters, summaries",45770.6052430556,45775.7421412037,gmfreitas,gmfreitas,Rejected,
,HandSonor: a customizable vision-based control interface for musical expression,"Sridhar, Srinath",,2013,ACM Digital Library,2755–2760,,"The availability of electronic audio synthesizers has led to the development of many novel control interfaces for music synthesis. The importance of the human hand as a communication channel makes it a natural candidate for such a control interface. In this paper I present HandSonor, a novel non-contact and fully customizable control interface that uses the motion of the hand for music synthesis. HandSonor uses images from multiple cameras to track the realtime, articulated 3D motion of the hand without using markers or gloves. I frame the problem of transforming hand motion into music as a parameter mapping problem for a range of instruments. I have built a graphical user interface (GUI) to allow users to dynamically select instruments and map the corresponding parameters to the motion of the hand. I present results of hand motion tracking, parameter mapping and realtime audio synthesis which show that users can play music using HandSonor.",,10.1145/2468356.2479505,https://doi.org/10.1145/2468356.2479505,,,"computer vision, control interface, hand motion capture, music synthesis, musical expression",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6052430556,45775.7346990741,gmfreitas,gmfreitas,Rejected,Display vertical
,Conceptual framework for surface manager on interactive tabletops,"Hamdan, Nur Al-huda and Voelker, Simon and Borchers, Jan O.",,2013,ACM Digital Library,1527–1532,,"To date, most tabletop systems are designed with only a single application visible and accessible at any time, which is, in many cases, an underuse of the tabletop spacious surface, and counter-intuitive to the normal working environment of a table. Desktop window managers provide users facilities to launch and interact with concurrent applications, as well as manage their work items. However, these managers are designed for single-user systems and cannot be directly utilized in tabletops without sacrificing usability. In our research, we want to bring window manager facilities to tabletops. We approach this by first constructing a conceptual framework based on workplace theories and tabletop investigations to understand how users structure their work in these environments (see Figure 1). We will then use the resulting framework to guide our design of a sample surface manager.",,10.1145/2468356.2468629,https://doi.org/10.1145/2468356.2468629,,,"access points, conceptual framework, coordination policies, entry points, interactive tabletop, territory, window manager",Association for Computing Machinery,,,,Articles that omits the tabletop technique,45770.6052314815,45775.733287037,gmfreitas,gmfreitas,Rejected,
,Touching dante: a proximity-based paradigm for tabletop browsing,"Bordin, Silvia and Zancanaro, Massimo and De Angeli, Antonella",,2013,ACM Digital Library,,,"We present the design of a proximity-based interaction paradigm for browsing complex information. This paradigm builds on the intrinsic characteristics of interactive tabletops, namely their physical spatial dimension, direct-touch input modality and affordance for multi-user interaction. To validate such a proposal, we developed a prototypical application about Dante's Inferno, due to the complexity, vastness and universality of this classic and to the availability of partially-structured data about the relationships between characters. Four pairs of users were involved in a user study to assess qualitatively whether the interaction paradigm would help them in collaboratively browsing a collection of data. Preliminary results are encouraging: the proposed paradigm is easily understood, is perceived as simple while still engaging, allows for collaborative learning while not forcing it, and helps highlighting and remembering connections among data.",,10.1145/2499149.2499172,https://doi.org/10.1145/2499149.2499172,,,"CSCL, interactive tabletop, natural user interfaces, proximity-based interaction",Association for Computing Machinery,,,,Study describing digital tabletop application that mentions the hardware used,45770.6052314815,45790.7030671296,gmfreitas,gmfreitas,Accepted,
,Investigating attraction and engagement of animation on large interactive walls in public settings,"Cheung, Victor and Scott, Stacey D.",,2013,ACM Digital Library,381–384,,"Large interactive walls capable of delivering dynamic content to broad audiences are becoming increasingly common in public areas for information dissemination, advertising, and entertainment purposes. A major design challenge for these systems is to entice and engage passersby to interact with the system, and in a manner intended by the designers. To address this issue, we are examining the use of different types of animation at various stages of the interaction as someone approaches and begins interacting with the system. Using usage measures from museum studies, namely, attraction and engagement of an exhibit, we plan to assess the effectiveness of different types of animation in the context of an interactive notice board application in a university campus. We describe our design approach and plans for studying the animation design in a real-world public setting.",,10.1145/2512349.2512404,https://doi.org/10.1145/2512349.2512404,,,"animation, interface design, large interactive walls",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6052430556,45775.7384027778,gmfreitas,gmfreitas,Rejected,Interface e display vertical
,YPhone: applying generation y interactions into an office context,"Liu, Wei and Stappers, Pieter Jan and Pasman, Gert and Taal-Fokker, Jenneke",,2013,ACM Digital Library,191–194,,"Taking the knowledge and experience from our previous studies on identifying Generation Y interaction qualities and design guidelines, we focus on bringing the richness of the interactions that are experienced in the home context into the more formal and public office context. A novel office phone, YPhone, is conceptually designed to present new ways of interacting in office work.",,10.1145/2441955.2442003,https://doi.org/10.1145/2441955.2442003,,,"concept design, generation y, interaction qualities, office context",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6052314815,45775.7276851852,gmfreitas,gmfreitas,Rejected,
,The fun.tast.tisch. project: a novel approach to neuro-rehabilitation using an interactive multiuser multitouch tabletop,"Augstein, Mirjam and Neumayr, Thomas and Ruckser-Scherb, Renate and Karlhuber, Isabel and Altmann, Josef",,2013,ACM Digital Library,81–90,,"Acquired brain injury, mostly caused by stroke, is one main cause for adult disability, often involving cognitive impairment. Neuro-rehabilitation aims at treating these impairments by maximizing the effect of brain plasticity and functional reorganization. Specific exercises help patients to regain skills that have temporarily been lost. Yet, conventional training can involve disadvantages, e.g., the setup of an individual training environment causes a lot of effort, the computation of statistics is time-consuming and must be done by therapists manually, and it is usually not possible to discreetly adapt the level of difficulty of an exercise. Further, software solutions for desktop PCs often do not lead to the desirable results because they are too distinct from the conventional therapy setting. The fun.tast.tisch.~project introduces a tabletop-based training system for the application in neuro-rehabilitation. This system should not only come close to the conventional setting but also overcome problems involved in existing solutions. The paper introduces the project, describes its first module Tangram, and summarizes the results of a small-scale study conducted to evaluate the module with the help of therapists and patients at an early stage of development.",,10.1145/2512349.2512808,https://doi.org/10.1145/2512349.2512808,,,"interaction design, multitouch, neuro-rehabilitation, tabletops, user-centered design",Association for Computing Machinery,,,,Study describing digital tabletop application that mentions the hardware used,45770.6052314815,45790.6682291667,gmfreitas,gmfreitas,Accepted,
,Interactive prototyping of tabletop and surface applications,"de Souza Alcantara, Tulio and Ferreira, Jennifer and Maurer, Frank",,2013,ACM Digital Library,229–238,,"Physically large touch-based devices, such as tabletops, afford numerous innovative interaction possibilities; however, for application development on these devices to be successful, users must be presented with interactions they find natural and easy to learn. User-centered design advocates the use of prototyping to help designers create software that is a better fit with user needs and yet, due to time pressures or inappropriate tool support, prototyping may be considered too costly to do. To address these concerns, we designed ProtoActive, a tool for designing and evaluating multi-touch applications on large surfaces via sketch-based prototypes. Our tool allows designers to define custom gestures and evaluate them without requiring any programming knowledge. The paper presents the results of pilot studies as well as in-the-wild usage of the tool.",,10.1145/2494603.2480313,https://doi.org/10.1145/2494603.2480313,,,"gesture definition, nui, prototyping tool",Association for Computing Machinery,,,,Articles that omits the tabletop technique,45770.6052314815,45775.7205439815,gmfreitas,gmfreitas,Rejected,
,Multi-perspective multi-layer interaction on mobile device,"Khademi, Maryam and Fan, Mingming and Mousavi Hondori, Hossein and Lopes, Cristina Videira",,2013,ACM Digital Library,65–66,,"We propose a novel multi-perspective multi-layer interaction using a mobile device, which provides an immersive experience of 3D navigation through an object. The mobile device serves as a window, through which the user can observe the object in detail from various perspectives by orienting the device differently. Various layers of the object can also be shown while users move the device away and toward themselves. Our approach is real-time, completely mobile (running on Android) and does not depend on external sensor/displays (e.g., camera and projector).",,10.1145/2508468.2514712,https://doi.org/10.1145/2508468.2514712,,,"mobile, multi-layer interaction, multi-perspective, optical flow, spatially aware displays",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6052199074,45775.7111226852,gmfreitas,gmfreitas,Rejected,É sobre dispositivos móveis
,ToyVision: a toolkit to support the creation of innovative board-games with tangible interaction,"Marco, Javier and Baldassarri, Sandra and Cerezo, Eva",,2013,ACM Digital Library,291–298,,"This paper presents ""ToyVision"": a software toolkit developed to facilitate the implementation of tangible games in visual-based tabletop devices. Compared to other toolkits for tabletops which offer very limited and tag-centered tangible possibilities, ToyVision provides designers with tools for modeling and implementing innovative tangible playing pieces with a high level of abstraction from the hardware. For this purpose, a new abstraction layer (the Widget layer) has been included in an already existing tabletop framework (ReacTIVision), providing the host application with high processed data about each playing piece involved in the game. To support the framework application, a Graphic Assistant tool enables the designer to visually model all the playing pieces into tangible tokens that can be tracked and controlled by the framework software. As a practical example, the complete process of prototyping a tangible game is described.",,10.1145/2460625.2460674,https://doi.org/10.1145/2460625.2460674,,,"design, games, playing pieces, tabletop, tangible, toolkit, widget",Association for Computing Machinery,,,,Articles that omits the tabletop technique,45770.6052199074,45784.5398842593,gmfreitas,gmfreitas,Rejected,
,"Youtopia: a collaborative, tangible, multi-touch, sustainability learning activity","Antle, Alissa N. and Wise, Alyssa F. and Hall, Amanda and Nowroozi, Saba and Tan, Perry and Warren, Jillian and Eckersley, Rachael and Fan, Michelle",,2013,ACM Digital Library,565–568,,"Youtopia is a hybrid tangible and multi-touch land use planning activity for elementary school aged children. It was implemented on a Microsoft Pixelsense digital tabletop. The main method of interaction is through physical stamp objects that children use to ""stamp"" different land use types onto an interactive map. Youtopia was developed to investigate issues surrounding how to design and evaluate children's collaborative learning applications using digital tabletops. In particular we are looking at how the interface design supports in depth discussion and negotiation between pairs of children around issues in sustainable development. Our primary concern is to investigate questions about codependent access points, which may enable positive interdependence among children. Codependent access points are characteristics that enable two or more children to participate and interact together. In Youtopia these implemented through sequences of stamps that are required for successful interaction, which can be assigned to children (codependent mode) or remain unassigned (independent mode).",,10.1145/2485760.2485866,https://doi.org/10.1145/2485760.2485866,,,"children, collaboration, digital tabletop, multi-touch interaction, positive interdependence, sustainability, tangible computing",Association for Computing Machinery,,,,Study describing digital tabletop application that mentions the hardware used,45770.6051967593,45782.7467361111,gmfreitas,gmfreitas,Accepted,
,"Booksonline'12: 5th workshop on online books, complementary social media and their impact","Kazai, Gabriella and Landoni, Monica and Eickhoff, Carsten and Brusilovsky, Peter",,2012,ACM Digital Library,2764–2765,,"BooksOnline'12, the fifth workshop in the series, aims to offer a forum for bringing together expertise from academia, industry and libraries to facilitate the exchange of research results and technology in the field of digital libraries with specific focus on online books and complementary social media. The focus of this year's workshop is ""engaging reading experiences"", starting from the act of deciding what to read, through the exploration and interpretation of a book's content, to sharing the overall experience. Within this overall umbrella theme, the accepted papers naturally showed three salient themes: (1) Search and Discovery, (2) Personalization and Recommendation, and Reading Experiences beyond Text. The contributions demonstrate a range of technologies, including a collaborative tabletop visual approach to support the searching and discovery of books, co-citation methods to enhance document retrieval; exploring open issues in audio-book production to support non-text based reading and improving e-book accessibility; new approaches to recommendation that take into account writing style as well as looking specifically to young readers and their needs in order to develop recommendation tools that consider both content and reading level and match these against the readers' specific interests and reading ability. Following in the theme of the reader playing a central role in the future of our digital era, we are honored to welcome Maribeth Back from FX Palo Alto and Natasa Milic-Frayling from Microsoft Research as our keynote speakers.",,10.1145/2396761.2398757,https://doi.org/10.1145/2396761.2398757,,,booksonline'12 workshop papers summary,Association for Computing Machinery,,,,"Incomplete works, posters, summaries",45770.6052430556,45775.570775463,gmfreitas,gmfreitas,Rejected,
,DisplayStacks: interaction techniques for stacks of flexible thin-film displays,"Girouard, Audrey and Tarun, Aneesh and Vertegaal, Roel",,2012,ACM Digital Library,2431–2440,,"Stacking physical documents is one of the main forms of spatio-temporal organization of information. We present DisplayStacks, a system that enables physical stacking of digital documents via piles of flexible E Ink displays. With a conductive dot pattern sensor attached to the flexible display, we dynamically track the position and orientation of these displays in relation to one another. We introduce mechanisms for interacting with these physical stacks for access and manipulation of information using asymmetric bi-manual interactions, such as providing contextual overviews. Initial user experiences indicate a preference for linear overlaps as a stacking configuration.",,10.1145/2207676.2208406,https://doi.org/10.1145/2207676.2208406,,,"e ink, flexible displays, organic user interfaces, stacks",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6052314815,45775.5659606482,gmfreitas,gmfreitas,Rejected,
,Branch-explore-merge: facilitating real-time revision control in collaborative visual exploration,"McGrath, Will and Bowman, Brian and McCallum, David and Hincapi\'{e}-Ramos, Juan David and Elmqvist, Niklas and Irani, Pourang",,2012,ACM Digital Library,235–244,,"Collaborative work is characterized by participants seamlessly transitioning from working together (coupled) to working alone (decoupled). Groupware should therefore facilitate smoothly varying coupling throughout the entire collaborative session. Towards achieving such transitions for collaborative exploration and search, we propose a protocol based on managing revisions for each collaborator exploring a dataset. The protocol allows participants to diverge from the shared analysis path (branch), study the data independently (explore), and then contribute back their findings onto the shared display (merge). We apply this concept to collaborative search in multidimensional data, and propose an implementation where the public view is a tabletop display and the private views are embedded in handheld tablets. We then use this implementation to perform a qualitative user study involving a real estate dataset. Results show that participants leverage the BEM protocol, spend  significant time using their private views (40\% to 80\% of total task time), and apply public view changes for consultation with collaborators.",,10.1145/2396636.2396673,https://doi.org/10.1145/2396636.2396673,,,"collaborative visualization, computer-supported collaborative work, coupling, private views, public views",Association for Computing Machinery,,,,Study describing digital tabletop application that mentions the hardware used,45770.6052314815,45790.6658912037,gmfreitas,gmfreitas,Accepted,
,A user experience view for rehabilitation systems,"Mendoza, Ricardo Cruz and Romero, Pablo and Pineda, Luis A.",,2012,ACM Digital Library,20–27,,"When we talk about movement-based systems we can assume that their users move. Particularly, in rehabilitation systems, patients have to perform exercises to re-train particular bodily skills through bodily activity. Many examples of those systems exist, but how we interact with them may differ, in some cases the patient performs the bodily activity through virtual environments (virtual reality), in other cases the activity could be mixed (mixed reality) or yet in another cases the activity could be through tangible interfaces, but in all of these cases, interfaces to perform bodily activity beyond mouse and keyboard are needed. Frequently interfaces use videogames to mediate the interaction between activities in the real world and activities in the virtual world; it is for this reason that we need to address questions of player experience and game design in movement-based rehabilitation systems. This paper proposes a view that takes into account aspects of user experience in the context of movement-based rehabilitation systems, focusing on concepts like immersion and flow.",,10.1145/2382176.2382182,https://doi.org/10.1145/2382176.2382182,,,"flow, games, movement-based interaction, rehabilitation, user experience",Association for Computing Machinery,,,,Articles that omits the tabletop technique,45770.6052314815,45775.5556481482,gmfreitas,gmfreitas,Rejected,
